"","tag","upstream1","upstream2","upstream_diff"
"113","627",19.1608027105889,19.5734378821165,0.412635171527615
"114","64",29.8109238348233,29.7109238348233,-0.0999999999999837
"115","751",73.2018927917694,67.9972487099289,-5.2046440818405
"116","755",64.3761287336152,64.3429603909334,-0.033168342681833
"117","756",64.3761287336152,64.3429603909334,-0.033168342681833
"118","766",64.0516071762869,63.985189724206,-0.0664174520809482
"119","768",63.8555653951721,63.8555653951721,0
"120","769",63.6860499787672,63.6024371926,-0.0836127861672153
"121","772",63.6024371926,63.2366447381233,-0.365792454476711
"122","774",63.4829046013149,63.4829046013149,0
"123","795",57.3409052303416,57.3180296928061,-0.0228755375354908
"124","799",57.3409052303416,62.2396297168219,4.89872448648031
"125","800",57.3409052303416,57.3180296928061,-0.0228755375354908
"126","804",57.0370634423546,65.3237109858465,8.28664754349185
"127","818",56.9188277670269,56.7102658496555,-0.208561917371334
"128","824",56.7102658496555,56.7102658496555,0
"129","829",56.5412258585396,56.3967213731514,-0.144504485388204
"130","836",56.0685910799077,54.9277477594449,-1.14084332046286
"131","842",55.9685910799077,55.9279331535986,-0.0406579263091729
"132","846",51.6744437046173,51.6744437046173,0
"133","847",51.6744437046173,51.6744437046173,0
"134","858",49.9028441285009,50.002844128501,0.100000000000044
"135","97",28.5578326883017,28.6491117526036,0.0912790643018297
